Month,Time_Index,Year,Month_Number,Quarter,Fiscal_Year_End,COVID_Shock_Flag,Inflation_YoY_pct,Industrial_Manufacturing_Growth_YoY_pct,Exchange_Rate_BDT_per_USD,Reserves_YoY_pct,Export_Growth_YoY_pct,Import_Growth_YoY_pct,Trade_Balance_USD_bn,Broad_Money_Growth_pct,Broad_Money_to_Reserves_pct,ADB_Policy_Rate_pct,Stock_Price_Index,Workers_Remittance_USD_mn,GDP_Growth_Annual_pct,GDP_Current_USD_bn,GDP_Per_Capita_Current_USD,GDP_Per_Capita_Real_2015_USD,Gross_Capital_Formation_pct_GDP,FDI_Net_Inflows_pct_GDP,Domestic_Credit_Private_Sector_pct_GDP,Unemployment_ILO_pct,Youth_Unemployment_pct,Labor_Force_Participation_pct,Employment_Rate_pct,Labor_Force_Total_mn,FX_Depreciation_YoY_pct,Remittance_YoY_pct,Stock_Return_MoM_pct,Export_Import_Growth_Spread_pp,Real_Policy_Rate_Proxy_pp,Money_Inflation_Gap_pp,Trade_Balance_MoM_Change_USD_bn,Industrial_3m_Mean,Inflation_3m_Mean,Export_Growth_3m_Mean
2006-01,1,2006,1,1,2006,0,6.586,8.527,66.442,-7.701,17.306,6.32,-0.383,16.726,9.024,4.5,4284.230792,411.16,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,2.756746,10.986,-2.086,10.14,-0.082,8.527,6.586,17.306
2006-02,2,2006,2,1,2006,0,5.715,12.065,67.146,-5.219,14.347,4.465,-0.465,18.112,8.366,4.5,4402.336156,374.02,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,2.756746,9.882,-1.215,12.397,-0.082,10.296,6.1505,15.8265
2006-03,3,2006,3,1,2006,0,6.173,15.646,69.484,-4.686,1.6,-0.877,-0.551,19.158,8.412,4.5,4319.939032,405.13,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-1.871668,2.477,-1.673,12.985,-0.086,12.079333,6.158,11.084333
2006-04,4,2006,4,2,2006,0,7.455,6.754,69.831,-0.376,11.645,15.579,-0.641,19.928,7.902,4.5,4210.505535,386.4,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-2.533219,-3.934,-2.955,12.473,-0.09,11.488333,6.447667,9.197333
2006-05,5,2006,5,2,2006,0,7.614,12.133,69.506,1.864,40.224,28.412,-0.521,20.478,8.299,4.5,4207.684141,443.37,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-0.067008,11.812,-3.114,12.864,0.12,11.511,7.080667,17.823
2006-06,6,2006,6,2,2006,0,7.539,11.064,69.59,14.817,-11.522,18.251,-0.413,19.299,7.589,4.5,4345.347562,445.64,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,3.271715,-29.773,-3.039,11.76,0.108,9.983667,7.536,13.449
2006-07,7,2006,7,3,2007,0,6.77,12.367,69.732,13.702,25.699,20.4,-0.37,20.441,8.246,4.5,4347.159082,480.31,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,0.041689,5.299,-2.27,13.671,0.043,11.854667,7.307667,18.133667
2006-08,8,2006,8,3,2007,0,6.671,17.32,69.698,25.345,30.286,11.516,-0.267,20.113,7.493,4.5,4182.075624,507.48,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-3.797502,18.77,-2.171,13.442,0.103,13.583667,6.993333,14.821
2006-09,9,2006,9,3,2007,0,6.886,12.401,67.92,24.815,36.291,20.866,-0.283,19.889,8.147,4.5,4065.818151,468.03,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-2.779899,15.425,-2.386,13.003,-0.016,14.029333,6.775667,30.758667
2006-10,10,2006,10,4,2007,0,7.311,1.599,66.96,26.693,17.449,15.765,-0.491,20.215,8.229,4.5,3991.3559,465.11,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,-1.831421,1.684,-2.811,12.904,-0.208,10.44,6.956,28.008667
2006-11,11,2006,11,4,2007,0,6.37,16.795,69.393,46.636,46.321,32.942,-0.603,20.379,7.934,4.5,4013.436414,514.46,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,0.553208,13.379,-1.87,14.009,-0.112,10.265,6.855667,33.353667
2006-12,12,2006,12,4,2007,0,6.135,12.31,69.548,37.523,20.654,22.211,-0.612,22.331,7.621,4.5,4109.959259,473.54,6.67,71.795736,490.4,779.4,26.1,0.6,31.17,3.6,7.3,58.1,56.0,54.908227,4.829776,24.48925,2.404993,-1.557,-1.635,16.196,-0.009,10.234667,6.605333,28.141333
2007-01,13,2007,1,1,2007,0,5.94,18.61,69.651,32.831,21.644,30.279,-0.565,20.606,7.803,4.5,4284.230817,511.85,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,4.829776,24.48925,4.240226,-8.635,-1.44,14.666,0.047,15.905,6.148333,29.539667
2007-02,14,2007,2,1,2007,0,7.282,12.56,69.022,37.491,17.659,6.063,-0.407,19.996,7.102,4.5,4402.336187,465.61,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,2.793912,24.487995,2.756746,11.596,-2.782,12.714,0.158,14.493333,6.452333,19.985667
2007-03,15,2007,3,1,2007,0,7.428,10.116,68.943,44.937,27.551,11.448,-0.493,19.817,7.088,4.5,4319.93907,504.34,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-0.778597,24.488436,-1.871668,16.103,-2.928,12.389,-0.086,13.762,6.883333,22.284667
2007-04,16,2007,4,2,2007,0,8.28,8.773,68.957,45.495,23.167,14.602,-0.668,19.208,6.593,4.5,4210.505583,481.02,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-1.251593,24.487578,-2.533218,8.565,-3.78,10.928,-0.175,10.483,7.663333,22.792333
2007-05,17,2007,5,2,2007,0,8.05,2.61,69.075,44.808,16.138,7.771,-0.489,18.332,6.819,4.5,4207.684201,551.95,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-0.62009,24.489704,-0.067008,8.367,-3.55,10.282,0.179,7.166333,7.919333,22.285333
2007-06,18,2007,6,2,2007,0,9.196,8.746,68.92,46.503,9.397,10.816,-0.472,17.064,6.132,4.5,4345.347638,554.77,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-0.962782,24.488376,3.271715,-1.419,-4.696,7.868,0.017,6.709667,8.508667,16.234
2007-07,19,2007,7,3,2008,0,10.098,-3.188,68.639,56.505,8.304,14.42,-0.484,15.879,6.197,4.5,4347.159176,635.87,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-1.56743,32.387416,0.041689,-6.116,-5.598,5.781,-0.012,2.722667,9.114667,11.279667
2007-08,20,2007,8,3,2008,0,10.121,0.147,68.597,45.668,-0.829,10.94,-0.423,15.471,6.032,4.5,4182.075742,671.84,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-1.579672,32.387483,-3.797501,-11.769,-5.621,5.35,0.061,1.901667,9.805,5.624
2007-09,21,2007,9,3,2008,0,9.598,5.251,68.7,50.093,3.868,29.481,-0.621,15.645,6.199,4.5,4065.818298,619.62,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,1.14841,32.388949,-2.779898,-25.613,-5.098,6.047,-0.198,0.736667,9.939,3.781
2007-10,22,2007,10,4,2008,0,10.055,6.687,68.697,53.158,9.69,27.187,-0.765,13.976,5.982,4.5,3991.356083,615.76,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,2.594086,32.390187,-1.83142,-17.497,-5.555,3.921,-0.144,4.028333,9.924667,4.243
2007-11,23,2007,11,4,2008,0,11.213,9.852,68.614,42.745,9.207,7.917,-0.639,14.84,6.533,4.5,4013.436643,681.09,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-1.122592,32.389301,0.553209,1.29,-6.713,3.627,0.126,7.263333,10.288667,7.588333
2007-12,24,2007,12,4,2008,0,11.589,5.379,68.615,36.205,9.199,8.497,-0.657,14.457,6.49,4.5,4109.959545,626.9,7.06,79.611645,538.0,825.5,26.2,0.8,32.04,4.0,8.0,58.2,55.9,55.892527,-1.34152,32.38586,2.404994,0.702,-7.089,2.868,-0.018,7.306,10.952333,9.365333
2008-01,25,2008,1,1,2008,0,11.434,4.357,68.607,35.913,21.247,35.547,-0.899,13.893,6.648,2.0,4284.231175,677.63,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-1.498902,32.388395,4.240227,-14.3,-9.434,2.459,-0.242,6.529333,11.412,13.217667
2008-02,26,2008,2,1,2008,0,10.165,8.69,68.565,36.58,18.006,37.154,-0.726,14.989,6.017,2.0,4402.336635,616.42,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.662108,32.389768,2.756748,-19.148,-8.165,4.824,0.173,6.142,11.062667,16.150667
2008-03,27,2008,3,1,2008,0,10.061,9.889,68.568,26.089,16.533,45.601,-0.997,15.233,6.512,2.0,4319.93963,667.69,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.543928,32.388865,-1.871665,-29.068,-8.061,5.172,-0.271,7.645333,10.553333,18.595333
2008-04,28,2008,4,2,2008,0,7.658,11.615,68.573,27.173,4.305,32.431,-1.152,16.035,6.043,2.0,4210.506283,636.82,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.556869,32.389506,-2.533215,-28.126,-5.658,8.377,-0.155,10.064667,9.294667,12.948
2008-05,29,2008,5,2,2008,0,7.44,7.134,68.572,19.948,7.249,22.129,-0.747,17.253,6.716,2.0,4207.685076,730.71,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.728194,32.386992,-0.067004,-14.88,-5.44,9.813,0.405,9.546,8.386333,9.362333
2008-06,30,2008,6,2,2008,0,10.038,6.569,68.521,20.802,15.201,41.677,-0.946,17.631,6.007,2.0,4345.348732,734.43,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.578932,32.384592,3.27172,-26.476,-8.038,7.593,-0.199,8.439333,8.378667,8.918333
2008-07,31,2008,7,3,2009,0,10.822,18.938,68.509,15.105,29.991,33.977,-0.691,18.914,6.414,2.0,4347.160544,778.43,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.189397,22.419677,0.041695,-3.986,-8.822,8.092,0.255,10.880333,9.433333,17.480333
2008-08,32,2008,8,3,2009,0,10.109,7.805,68.5,14.006,15.939,39.901,-0.847,19.586,6.334,2.0,4182.077451,822.47,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.141406,22.420517,-3.797492,-23.962,-8.109,9.477,-0.156,11.104,10.323,20.377
2008-09,33,2008,9,3,2009,0,10.194,14.104,68.497,13.594,12.601,31.324,-1.008,23.5,6.758,2.0,4065.820435,758.54,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.295488,22.420193,-2.779887,-18.723,-8.194,13.306,-0.161,13.615667,10.375,19.510333
2008-10,34,2008,10,4,2009,0,7.256,1.473,68.528,2.709,31.639,26.857,-0.928,20.632,7.042,2.0,3991.358754,753.81,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,-0.246008,22.419449,-1.831406,4.782,-5.256,13.376,0.08,7.794,9.186333,20.059667
2008-11,35,2008,11,4,2009,0,6.122,8.931,68.699,4.26,4.961,9.092,-0.739,21.023,7.573,2.0,4013.439982,833.79,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,0.123881,22.419945,0.553226,-4.131,-4.122,14.901,0.189,8.169333,7.857333,16.400333
2008-12,36,2008,12,4,2009,0,6.028,2.829,68.841,9.759,2.366,-1.194,-0.616,17.882,6.939,2.0,4109.963719,767.45,6.01,91.636997,613.1,866.5,26.2,1.4,34.04,4.5,8.8,58.3,55.7,56.84681,0.329374,22.419844,2.405013,3.56,-4.028,11.854,0.123,4.411,6.468667,12.988667
2009-01,37,2009,1,1,2009,0,6.055,8.538,68.881,9.888,10.171,1.953,-0.824,19.829,7.211,2.0,4284.236392,829.56,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.399376,22.42079,4.240248,8.218,-4.055,13.774,-0.208,6.766,6.068333,5.832667
2009-02,38,2009,2,1,2009,0,5.814,5.082,68.924,3.448,9.845,-9.563,-0.456,19.3,6.906,2.0,4402.343155,754.62,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.523591,22.419779,2.756775,19.408,-3.814,13.486,0.368,5.483,5.965667,7.460667
2009-03,39,2009,3,1,2009,0,5.04,5.866,68.979,12.463,11.175,-7.318,-0.718,19.815,6.897,2.0,4319.947781,817.38,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.599405,22.419087,-1.871625,18.493,-3.04,14.775,-0.262,6.495333,5.636333,10.397
2009-04,40,2009,4,2,2009,0,5.355,4.325,69.015,12.938,18.026,-17.014,-0.609,19.799,6.374,2.0,4210.516472,779.59,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.644569,22.419208,-2.533163,35.04,-3.355,14.444,0.109,5.091,5.403,13.015333
2009-05,41,2009,5,2,2009,0,5.393,8.246,69.013,23.264,3.949,-4.798,-0.617,18.82,6.432,2.0,4207.697812,894.54,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.64312,22.420659,-0.066943,8.747,-3.393,13.427,-0.008,6.145667,5.262667,11.05
2009-06,42,2009,6,2,2009,0,2.246,4.005,69.037,21.859,4.737,-27.723,-0.291,19.174,5.83,2.0,4345.364651,899.08,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.753054,22.418747,3.271785,32.46,-0.246,16.928,0.326,5.525333,4.331333,8.904
2009-07,43,2009,7,3,2010,0,3.456,-1.78,69.047,33.562,-6.175,-16.664,-0.431,18.645,5.652,2.0,4347.180444,882.72,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.785298,13.39748,0.041787,10.489,-1.456,15.189,-0.14,3.490333,3.698333,0.837
2009-08,44,2009,8,3,2010,0,4.69,6.274,69.056,54.121,7.317,-24.107,-0.254,19.127,4.858,2.0,4182.102326,932.66,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.811679,13.397449,-3.797361,31.424,-2.69,14.437,0.177,2.833,3.464,1.959667
2009-09,45,2009,9,3,2010,0,4.597,3.063,69.056,60.544,-8.883,-16.362,-0.756,16.917,4.883,2.0,4065.851528,860.16,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.816094,13.396789,-2.779721,7.479,-2.597,12.32,-0.502,2.519,4.247667,-2.580333
2009-10,46,2009,10,4,2010,0,6.713,23.932,69.065,72.495,4.071,-2.926,-0.82,18.454,4.797,2.0,3991.397621,854.8,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.783621,13.397275,-1.831201,6.997,-4.713,11.741,-0.064,11.089667,5.333333,0.835
2009-11,47,2009,11,4,2010,0,7.241,4.103,69.08,98.045,0.677,0.4,-0.739,20.456,4.58,2.0,4013.488565,945.49,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.554593,13.396659,0.553464,0.277,-5.241,13.215,0.081,10.366,6.183667,-1.378333
2009-12,48,2009,12,4,2010,0,8.507,7.008,69.165,79.617,25.688,37.845,-0.967,20.668,4.643,2.0,4110.024448,870.28,5.05,102.475158,679.2,901.7,26.2,0.9,36.19,5.0,9.6,58.5,55.5,57.807404,0.47065,13.398918,2.405286,-12.157,-6.507,12.161,-0.228,11.681,7.487,10.145333
2010-01,49,2010,1,1,2010,0,8.988,3.879,69.234,82.146,-3.342,-9.986,-0.659,20.457,4.751,2.0,4284.312303,940.7,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.512478,13.397464,4.240555,6.644,-6.988,11.469,0.308,4.996667,8.245333,7.674333
2010-02,50,2010,2,1,2010,0,9.058,6.407,69.266,80.934,-3.444,14.237,-0.721,21.895,4.627,2.0,4402.438045,855.72,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.496199,13.397472,2.757169,-17.681,-7.058,12.837,-0.062,5.764667,8.851,6.300667
2010-03,51,2010,3,1,2010,0,8.776,8.86,69.252,71.24,11.475,20.056,-0.968,21.295,4.867,2.0,4320.066393,926.89,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.395773,13.397685,-1.871046,-8.581,-6.776,12.519,-0.247,6.382,8.940667,1.563
2010-04,52,2010,4,2,2010,0,8.537,8.802,69.257,63.439,6.031,24.892,-0.981,21.688,4.729,2.0,4210.664736,884.04,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.350648,13.398068,-2.532407,-18.861,-6.537,13.151,-0.013,8.023,8.790333,4.687333
2010-05,53,2010,5,2,2010,0,8.655,6.953,69.285,55.1,11.941,22.294,-0.871,22.934,5.078,2.0,4207.883143,1014.39,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.394129,13.397948,-0.066061,-10.353,-6.655,14.279,0.11,8.205,8.656,9.815667
2010-06,54,2010,6,2,2010,0,8.696,8.434,69.313,44.06,10.166,41.102,-0.803,22.439,4.933,2.0,4345.596315,1019.55,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.399786,13.399253,3.272742,-30.936,-6.696,13.743,0.068,8.063,8.629333,9.379333
2010-07,55,2010,7,3,2011,0,7.264,15.311,69.41,39.073,-1.292,25.371,-0.885,22.237,4.941,2.0,4347.470023,935.98,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.525729,6.033623,0.043117,-26.663,-5.264,14.973,-0.082,10.232667,8.205,6.938333
2010-08,56,2010,8,3,2011,0,7.805,11.641,69.467,19.934,15.204,53.429,-0.898,22.889,4.947,2.0,4182.464299,988.93,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.595169,6.033281,-3.795442,-38.225,-5.805,15.084,-0.013,11.795333,7.921667,8.026
2010-09,57,2010,9,3,2011,0,7.672,1.509,69.528,10.952,29.228,33.949,-1.063,21.483,5.297,2.0,4066.303996,912.06,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,0.683503,6.033761,-2.777317,-4.721,-5.672,13.811,-0.165,9.487,7.580333,14.38
2010-10,58,2010,10,4,2011,0,7.717,5.66,70.355,12.155,23.553,24.744,-1.037,23.243,5.168,2.0,3991.963205,906.37,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,1.867806,6.03299,-1.828215,-1.191,-5.717,15.526,0.026,6.27,7.731333,22.661667
2010-11,59,2010,11,4,2011,0,9.006,18.952,70.392,-0.947,32.059,48.312,-1.272,22.184,5.545,2.0,4014.195545,1002.54,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,1.899247,6.033908,0.556927,-16.253,-7.006,13.178,-0.235,8.707,8.131667,28.28
2010-12,60,2010,12,4,2011,0,10.987,18.903,70.523,3.38,43.231,36.86,-1.246,21.66,5.351,4.5,4110.908173,922.78,5.57,115.27554,757.4,943.7,26.2,1.1,40.96,3.4,6.3,58.6,56.6,58.796583,1.963421,6.032541,2.409265,6.371,-6.487,10.673,0.026,14.505,9.236667,32.947667
2011-01,61,2011,1,1,2011,0,11.669,16.009,70.976,-1.683,45.817,63.737,-1.295,22.516,5.767,4.5,4285.41696,997.46,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,2.516105,6.033805,4.245018,-17.92,-7.169,10.847,-0.049,17.954667,10.554,40.369
2011-02,62,2011,2,1,2011,0,12.309,23.107,71.113,-1.914,43.293,51.33,-1.18,21.657,5.586,4.5,4403.818866,907.35,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,2.666532,6.033516,2.762903,-8.037,-7.809,9.348,0.115,19.339667,11.655,44.113667
2011-03,63,2011,3,1,2011,0,12.71,24.84,71.927,-3.92,42.753,35.355,-1.208,23.506,6.018,4.5,4321.792419,982.81,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,3.862704,6.033078,-1.862621,7.398,-8.21,10.796,-0.028,21.318667,12.229333,43.954333
2011-04,64,2011,4,2,2011,0,12.716,27.736,72.811,-2.952,50.578,45.472,-1.364,22.86,5.692,4.5,4212.822269,937.38,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,5.131611,6.033664,-2.521411,5.106,-8.216,10.144,-0.156,25.227667,12.578333,45.541333
2011-05,65,2011,5,2,2011,0,11.459,28.603,73.199,-6.735,60.775,54.766,-1.272,21.875,6.28,4.5,4210.580059,1075.59,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,5.64913,6.033183,-0.053223,6.009,-6.959,10.416,0.092,27.059667,12.295,51.368667
2011-06,66,2011,6,2,2011,0,11.306,20.217,73.885,-7.345,57.865,32.333,-0.706,21.345,6.062,4.5,4348.96746,1081.07,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,6.596165,6.034035,3.286659,25.532,-6.806,10.039,0.566,25.518667,11.827,56.406
2011-07,67,2011,7,3,2012,0,11.845,16.988,74.492,-12.445,62.89,35.74,-0.855,21.449,6.39,4.5,4351.683954,1031.84,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,7.321712,10.241672,0.062463,27.15,-7.345,9.604,-0.149,21.936,11.536667,60.51
2011-08,68,2011,8,3,2012,0,12.042,15.339,74.408,-8.595,23.962,5.157,-0.656,21.642,6.139,4.5,4187.731713,1090.21,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,7.11273,10.241372,-3.767559,18.805,-7.542,9.6,0.199,17.514667,11.731,48.239
2011-09,69,2011,9,3,2012,0,12.66,6.849,74.682,-12.186,64.119,35.771,-1.056,19.6,6.734,4.5,4072.888263,1005.46,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,7.412841,10.240554,-2.742378,28.348,-8.16,6.94,-0.4,13.058667,12.182333,50.323667
2011-10,70,2011,10,4,2012,0,10.989,15.643,75.742,-12.609,36.321,17.442,-0.935,19.747,6.59,4.5,4000.193539,999.2,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,7.656883,10.241954,-1.784845,18.879,-6.489,8.758,0.121,12.610333,11.897,41.467333
2011-11,71,2011,11,4,2012,0,9.875,0.805,76.496,-20.44,26.142,16.355,-1.34,17.704,7.548,4.5,4024.483463,1105.21,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,8.67144,10.240988,0.607219,9.787,-5.375,7.829,-0.405,7.765667,11.174667,42.194
2011-12,72,2011,12,4,2012,0,7.614,13.168,78.978,-19.45,-4.839,-3.162,-1.235,19.089,7.012,4.5,4123.768071,1017.29,6.46,128.607482,837.3,995.6,27.4,1.0,42.47,3.7,7.4,58.1,55.9,59.281113,11.988996,10.241878,2.467015,-1.677,-3.114,11.475,0.105,9.872,9.492667,19.208
2012-01,73,2012,1,1,2012,0,8.579,15.254,83.43,-16.075,3.12,9.81,-1.539,17.884,6.899,4.5,4301.491832,1099.61,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,17.546776,10.241012,4.309742,-6.69,-4.079,9.305,-0.304,9.742333,8.689333,8.141
2012-02,74,2012,2,1,2012,0,6.94,10.154,83.171,-12.348,12.862,7.369,-1.181,18.195,6.451,4.5,4423.912455,1000.27,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,16.956112,10.240811,2.846004,5.493,-2.44,11.255,0.358,12.858667,7.711,3.714333
2012-03,75,2012,3,1,2012,0,6.76,1.409,81.758,-10.819,-5.235,-10.582,-0.974,17.604,6.984,4.5,4346.909406,1083.46,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,13.668025,10.241044,-1.74061,5.347,-2.26,10.844,0.207,8.939,7.426333,3.582333
2012-04,76,2012,4,2,2012,0,6.237,0.175,81.807,-8.684,-0.179,-9.963,-1.046,17.165,6.502,4.5,4244.218503,1033.37,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,12.355276,10.240244,-2.362389,9.784,-1.737,10.928,-0.072,3.912667,6.645667,2.482667
2012-05,77,2012,5,2,2012,0,6.007,1.535,81.835,-5.958,-6.954,-6.023,-1.214,16.729,6.973,4.5,4249.825351,1185.74,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,11.797975,10.240891,0.132106,-0.931,-1.507,10.722,-0.168,1.039667,6.334667,-4.122667
2012-06,78,2012,6,2,2012,0,5.547,9.748,81.844,-1.633,-12.537,-11.761,-0.64,17.386,6.531,5.0,4398.024075,1191.77,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,10.772146,10.239855,3.487172,-0.776,-0.547,11.839,0.574,3.819333,5.930333,-6.556667
2012-07,79,2012,7,3,2013,0,5.205,13.332,81.775,6.124,-5.67,-3.47,-0.871,18.098,6.477,5.0,4413.004723,1161.8,6.52,133.310748,859.7,1050.4,28.3,1.2,43.0,4.1,8.5,57.6,55.3,59.869794,9.776889,12.594976,0.340622,-2.2,-0.205,12.893,-0.231,8.205,5.586333,-8.387
